hGrp	HG00096
U1a2	3	40-18
U1a3	4	39-20
U1a	3	39-16
U1b1	1	39-22
U1b2	1	39-22
U1b3	2	39-23
U1b	8	39-21
U2	1	39-8
U2'3'4'7'8'9	1	39-7
U2_T152C	1	40-8
U2a1	3	39-12
U2a1a	2	39-14
U2a1b	1	39-13
U2a2	14	39-23
U2a	1	39-9
U2b1	3	40-16
U2b1a	1	40-17
U2b2	12	41-24
U2b	6	40-13
U2c1	3	40-15
U2c1a	3	40-18
U2c1b	1	40-16
U2c	3	40-12
U2c'd	1	40-9
U2d1	3	40-22
U2d2	5	40-24
U2d2a	1	40-24
U2d3	5	40-24
U2d	10	40-19
U2e1	1	40-23
U2e1'2'3	1	40-22
U2e1a1	1	40-26
U2e1a1a	1	40-27
U2e1a1b	1	40-27
U2e1a1c	1	40-27
U2e1a	2	40-25
U2e1b1	3	41-27
U2e1b2	2	40-26
U2e1b	2	40-25
U2e1c1	1	40-26
U2e1c	2	40-25
U2e1d	1	40-24
U2e1e	3	40-26
U2e1f1	5	40-30
U2e1f	2	40-25
U2e1g	1	40-24
U2e1h	2	41-24
U2e2	2	40-24
U2e2a1	2	40-27
U2e2a1a1	1	40-29
U2e2a1a2	1	40-29
U2e2a1a	1	40-28
U2e2a1b	2	40-29
U2e2a1c	1	40-28
U2e2a1d	1	40-28
U2e2a	1	40-25
U2e3	3	40-25
U2e3a	5	40-29
U2e	13	40-21
U3	4	39-11
U3a1	1	39-19
U3a1a1	1	39-21
U3a1a	1	39-20
U3a1b	1	39-20
U3a1c1	1	39-21
U3a1c	1	39-20
U3a2	1	39-19
U3a2a1	1	39-21
U3a2a1a	3	39-24
U3a2a	1	39-20
U3a3	3	39-21
U3a	4	39-18
U3a'c	3	39-14
U3b1	1	39-16
U3b1a1	5	40-22
U3b1a	2	39-18
U3b1b	2	39-18
U3b2	1	39-15
U3b2a1	1	39-18
U3b2a1a	1	39-19
U3b2a	2	39-17
U3b2b	3	39-18
U3b2c	1	39-16
U3b3	1	39-16
U3b	4	39-15
U3c	5	39-19
U4	6	39-16
U4'9	3	39-10
U4a1	3	40-19
U4a1a1	1	41-20
U4a1a2	2	40-22
U4a1a3	2	40-22
U4a1a	1	40-20
U4a1b1	1	40-22
U4a1b1a	2	40-24
U4a1b2	1	40-22
U4a1b	2	40-21
U4a1c	4	40-23
U4a1d	1	40-20
U4a1e	2	40-21
U4a2	1	39-18
U4a2a1	1	40-19
U4a2a2	1	40-19
U4a2a3	2	40-20
U4a2a	1	40-18
U4a2b	1	39-19
U4a2c1	5	40-23
U4a2c	1	39-19
U4a2d	1	39-19
U4a2e	2	39-20
U4a2f	4	39-22
U4a2g	1	39-19
U4a2h1	1	39-20
U4a2h	1	39-19
U4a3	6	39-23
U4a3a	1	39-24
U4a	1	39-17
U4b1	1	39-18
U4b1_T146C__T152C	2	40-19
U4b1a1	2	39-21
U4b1a1a1	2	39-24
U4b1a1a	1	39-22
U4b1a2	4	39-23
U4b1a2a	1	39-24
U4b1a2b	2	39-25
U4b1a3	4	39-23
U4b1a3a	1	39-24
U4b1a4	3	39-22
U4b1a	1	39-19
U4b1b1	1	40-21
U4b1b1_T16311C	1	40-22
U4b1b1a	2	40-23
U4b1b1b	6	41-26
U4b1b1c	1	40-23
U4b1b1d	1	40-22
U4b1b2	4	41-23
U4b1b	1	40-20
U4b2	1	39-18
U4b2a1	1	39-20
U4b2a1a	2	39-22
U4b2a	1	39-19
U4b3	1	39-18
U4b	1	39-17
U4c1	6	39-23
U4c1a	1	39-24
U4c2	2	39-19
U4c2a	1	39-20
U4c	1	39-17
U4d1	1	40-18
U4d1a1	1	40-21
U4d1a1a	1	40-22
U4d1a	2	40-20
U4d1b	1	40-19
U4d2	6	40-23
U4d3	2	41-18
U4d	2	40-17
U5	2	39-8
U5a1	2	39-15
U5a1_T16192C	1	40-15
U5a1a1	2	40-18
U5a1a1_T152C	1	41-18
U5a1a1_T16362C	1	40-19
U5a1a1a	1	41-19
U5a1a1b	1	41-19
U5a1a1c	2	40-20
U5a1a1d1	1	40-22
U5a1a1d	2	40-21
U5a1a1e	1	40-19
U5a1a1g	1	40-19
U5a1a1h	1	41-19
U5a1a1i	1	40-19
U5a1a2	2	41-17
U5a1a2a1	1	41-21
U5a1a2a1a	1	41-22
U5a1a2a	3	41-20
U5a1a2b1	3	41-21
U5a1a2b	1	41-18
U5a1a	1	40-16
U5a1b1	1	39-17
U5a1b1a1	1	39-19
U5a1b1a2	1	39-19
U5a1b1a	1	39-18
U5a1b1b1	1	39-19
U5a1b1b	1	39-18
U5a1b1c1	1	39-19
U5a1b1c2	2	39-20
U5a1b1c	1	39-18
U5a1b1d1	1	39-20
U5a1b1d	1	39-18
U5a1b1d_T16093C	1	39-19
U5a1b1e	1	39-18
U5a1b1f	2	39-19
U5a1b1g	1	39-18
U5a1b1h	1	39-18
U5a1b2	1	39-17
U5a1b3	1	39-18
U5a1b3a1	1	39-20
U5a1b3a	1	39-19
U5a1b4	1	39-18
U5a1b	1	39-16
U5a1b_T16362C	1	39-17
U5a1c1	2	39-18
U5a1c1a	1	39-19
U5a1c2	1	39-17
U5a1c2a1	1	39-20
U5a1c2a	2	39-19
U5a1c	1	39-16
U5a1d1	2	39-18
U5a1d2	2	40-17
U5a1d2a1	2	40-24
U5a1d2a	5	40-22
U5a1d2b	5	40-22
U5a1d	1	39-16
U5a1e	2	39-17
U5a1f1	3	39-19
U5a1f1a1	1	39-22
U5a1f1a	2	39-21
U5a1f2	5	39-21
U5a1f	1	39-16
U5a1g1	2	40-18
U5a1g2	1	40-17
U5a1g	1	40-16
U5a1h	9	39-24
U5a1i1	2	39-20
U5a1i	3	39-18
U5a1j	3	39-18
U5a2	1	39-14
U5a2_C16294T	1	39-15
U5a2_T16362C	1	39-15
U5a2a1	2	39-18
U5a2a1_T152C	1	40-18
U5a2a1a	2	39-20
U5a2a1b1	1	39-20
U5a2a1b	1	39-19
U5a2a1c	1	39-19
U5a2a1d	3	39-21
U5a2a1e	1	40-19
U5a2a2	3	40-18
U5a2a2a	2	40-20
U5a2a	1	39-16
U5a2b1	1	40-15
U5a2b1a	1	40-16
U5a2b1b	1	40-16
U5a2b1c	1	40-16
U5a2b1d	2	40-17
U5a2b2	5	40-19
U5a2b2a1	2	40-21
U5a2b2a	1	40-20
U5a2b3	3	39-17
U5a2b3a1	2	40-19
U5a2b3a	1	39-18
U5a2b4	1	39-16
U5a2b4a	1	39-17
U5a2b5	3	39-18
U5a2b	1	39-15
U5a2c1	1	39-16
U5a2c2	1	39-16
U5a2c3	2	40-16
U5a2c3a	2	40-18
U5a2c4	1	39-16
U5a2c	1	39-15
U5a2d1	5	40-19
U5a2d1a	2	40-21
U5a2d	1	39-15
U5a2e	5	40-19
U5a	2	39-13
U5a'b	3	39-11
U5b1	1	39-15
U5b1_T16189C	1	39-16
U5b1_T16189C_T16192C	1	40-16
U5b1a	2	40-16
U5b1b1	2	39-19
U5b1b1_T152C	1	40-19
U5b1b1_T16192C	1	40-19
U5b1b1a1	1	40-21
U5b1b1a1a1	1	40-23
U5b1b1a1a	1	40-22
U5b1b1a1b	1	40-22
U5b1b1a2	1	40-21
U5b1b1a3	2	40-22
U5b1b1a	1	40-20
U5b1b1b	2	39-21
U5b1b1d	1	40-20
U5b1b1e	1	40-20
U5b1b1f	1	40-20
U5b1b1g1	2	39-25
U5b1b1g1a	1	39-26
U5b1b1g	4	39-23
U5b1b2	2	40-18
U5b1b2a	1	40-19
U5b1b2b	1	40-19
U5b1b	1	39-17
U5b1c1	1	39-19
U5b1c1a1	2	39-22
U5b1c1a	1	39-20
U5b1c2	2	39-20
U5b1c2a	3	40-22
U5b1c2b	2	39-22
U5b1c	2	39-18
U5b1d1	1	39-17
U5b1d1a	3	40-19
U5b1d1b	6	39-23
U5b1d1c	4	39-21
U5b1d2	2	39-18
U5b1d	1	39-16
U5b1e1	3	41-20
U5b1e1a	1	41-21
U5b1e	2	41-17
U5b1f1	1	39-17
U5b1f1a	1	39-18
U5b1f	1	39-16
U5b1g	6	40-20
U5b1h	1	40-17
U5b1i	7	39-22
U5b2	2	39-16
U5b2a1	1	40-18
U5b2a1a1	1	41-21
U5b2a1a1a	1	41-22
U5b2a1a1b	1	41-22
U5b2a1a1d	1	41-22
U5b2a1a2	5	42-23
U5b2a1a	2	41-19
U5b2a1a_T16311C	1	41-20
U5b2a1b	5	42-21
U5b2a2	2	39-20
U5b2a2a1	1	39-22
U5b2a2a2	2	39-23
U5b2a2a	1	39-21
U5b2a2b1	1	39-23
U5b2a2b	2	39-22
U5b2a2c	4	40-23
U5b2a3	1	39-19
U5b2a3a	1	39-20
U5b2a4	3	40-21
U5b2a4a	1	40-22
U5b2a5	4	40-22
U5b2a5a	1	40-23
U5b2a6	1	40-19
U5b2a	2	39-18
U5b2a_T16192C	1	40-18
U5b2b1	1	40-20
U5b2b1a1	1	40-23
U5b2b1a2	2	40-24
U5b2b1a	2	40-22
U5b2b1b	2	40-22
U5b2b2	2	40-21
U5b2b3	4	40-23
U5b2b3a1	1	40-27
U5b2b3a1a	1	40-28
U5b2b3a	3	40-26
U5b2b3b	1	40-24
U5b2b4	2	40-21
U5b2b4a	1	40-22
U5b2b5	2	40-21
U5b2b	4	40-19
U5b2c1	2	40-20
U5b2c2	3	40-21
U5b2c2a	1	40-22
U5b2c2b	1	40-22
U5b2c	3	40-18
U5b3	3	39-17
U5b3a1	1	39-19
U5b3a1a	3	40-21
U5b3a1b	1	39-20
U5b3a2	1	39-19
U5b3a	1	39-18
U5b3b1	1	39-19
U5b3b2	1	39-19
U5b3b	1	39-18
U5b3c	3	39-20
U5b3d	3	39-20
U5b3e	2	39-19
U5b3f	1	39-18
U5b3g	1	39-18
U5b3h	2	40-18
U5b	3	39-14
U6	2	39-8
U6a1	1	39-13
U6a1a1	3	39-18
U6a1a2	2	39-17
U6a1a	2	39-15
U6a1b1	4	39-18
U6a1b1a	2	39-20
U6a1b1b	4	39-22
U6a1b2	3	39-17
U6a1b3	1	39-15
U6a1b4	8	39-22
U6a1b	1	39-14
U6a2	1	39-15
U6a2_T195C	1	39-16
U6a2a1	2	39-19
U6a2a2	2	39-19
U6a2a2a	2	39-21
U6a2a	3	39-17
U6a2b1	2	39-19
U6a2b	2	39-17
U6a2c	1	39-17
U6a3	1	39-14
U6a3_G185A	1	39-15
U6a3a1	1	39-16
U6a3a1a	1	39-17
U6a3a2	2	39-17
U6a3a2a	2	39-19
U6a3a	1	39-15
U6a3b1	1	40-22
U6a3b	7	40-21
U6a3c	8	40-20
U6a3d1	1	39-16
U6a3d1a	5	39-21
U6a3d	1	39-15
U6a3e	8	39-23
U6a3f1	1	39-17
U6a3f2	1	39-17
U6a3f	1	39-16
U6a4	6	39-18
U6a5	4	39-16
U6a5a1	1	39-18
U6a5a	1	39-17
U6a5b	3	39-19
U6a5c	3	39-19
U6a6	1	39-13
U6a6a1	1	39-19
U6a6a	5	39-18
U6a6b1	1	39-17
U6a6b2	3	39-19
U6a6b	3	39-16
U6a7	1	39-13
U6a7a1	1	40-21
U6a7a1_C152T	1	40-22
U6a7a1a	2	40-23
U6a7a1b	1	40-22
U6a7a1c	1	40-23
U6a7a2	2	41-21
U6a7a2a	1	41-22
U6a7a	8	40-20
U6a7b1	5	41-19
U6a7b	3	40-15
U6a7c1	1	40-15
U6a7c	2	39-15
U6a8	1	39-15
U6a8a	4	39-19
U6a8b	6	39-21
U6a	3	39-12
U6a'b'd	1	39-9
U6a'b'd_T16311C	1	39-10
U6a_T16189C	1	39-13
U6a_T16189C_G103A	1	39-14
U6b1	2	39-13
U6b1a1	1	39-16
U6b1a	2	39-15
U6b1b	5	39-18
U6b2	4	39-15
U6b3	1	39-12
U6b3a	1	39-13
U6b	1	39-11
U6c1	2	39-21
U6c2	1	39-20
U6c	11	39-19
U6d1	3	39-16
U6d1a	1	39-17
U6d1b	1	39-17
U6d2	3	39-16
U6d3	1	39-14
U6d3a	3	39-17
U6d	3	39-13
U7	11	40-17
U7a1	1	40-19
U7a1a	3	40-22
U7a2	1	40-19
U7a2a	4	40-23
U7a3	1	40-19
U7a3a	1	40-20
U7a3b	2	40-21
U7a4	2	40-20
U7a4a1	2	40-23
U7a4a1a	1	40-24
U7a4a	1	40-21
U7a5	7	41-24
U7a	1	40-18
U7b1	2	40-20
U7b2	3	41-20
U7b	1	40-18
U8	1	39-8
U8a1	1	39-15
U8a1a1	1	39-20
U8a1a1a1	1	39-22
U8a1a1a	1	39-21
U8a1a1b1	1	39-22
U8a1a1b	1	39-21
U8a1a2	1	39-20
U8a1a3	2	39-21
U8a1a4	2	39-21
U8a1a	4	39-19
U8a1b	4	39-19
U8a2	3	39-17
U8a	6	39-14
U8b1	3	39-14
U8b1a1	3	39-20
U8b1a2	1	39-18
U8b1a2_T16311C	1	39-19
U8b1a2a	2	39-20
U8b1a2b	1	39-20
U8b1a	3	39-17
U8b1b1	1	40-17
U8b1b2	3	40-19
U8b1b	3	40-16
U8b	2	39-11
U8b'c	1	39-9
U8c	4	39-13
U9	4	39-14
U9a1	4	40-20
U9a	3	40-16
U9b1	4	40-18
U9b	1	39-15
U	3	39-6
V1	1	42-8
V1a1	1	42-10
V1a1a1	1	42-13
V1a1a	2	42-12
V1a1b	1	42-11
V1a	1	42-9
V1b	1	42-9
V2	1	42-8
V2a1	2	42-11
V2a1a	1	42-12
V2a	1	42-9
V2b1	1	42-10
V2b2	1	42-10
V2b	1	42-9
V2c	1	42-9
V3	1	42-8
V3a1	1	42-10
V3a	1	42-9
V3b	2	42-10
V3c	1	42-9
V4	1	42-8
V5	2	42-9
V6	1	42-8
V7	2	42-9
V7a1	1	42-12
V7a	2	42-11
V7b	4	43-12
V8	2	42-9
V9	2	42-9
V9a1	2	43-14
V9a2	1	43-13
V9a	4	43-12
V10	1	42-8
V10a	2	42-10
V10b1	1	42-10
V10b2	1	42-10
V10b	1	42-9
V11	2	42-9
V12	1	42-8
V13	2	42-9
V14	1	42-8
V15	1	42-8
V15a	1	42-9
V16	1	42-8
V17	2	42-9
V18	1	42-8
V18a	1	42-9
V19	1	42-9
V20	2	43-9
V21	2	43-9
V22	2	42-10
V23	1	42-8
V24	1	42-8
V25	1	42-8
V26	1	42-8
V27	1	42-8
V28	1	42-8
V	1	42-7
V_C72T	1	43-7
V_C150T	1	42-8
V_C16298T	1	43-7
W1	1	37-20
W1_T119C	1	37-21
W1a	2	37-22
W1b1	1	37-24
W1b	3	37-23
W1c1	3	37-25
W1c	1	37-22
W1d	9	39-27
W1e1	1	37-23
W1e1a	2	37-25
W1e	2	37-22
W1f	1	37-21
W1g	1	37-21
W1h1	1	37-22
W1h	1	37-21
W1i	1	37-22
W3	1	37-21
W3a1	1	37-23
W3a1_T199C	1	37-24
W3a1a1	1	37-25
W3a1a2	2	37-26
W3a1a3	1	37-25
W3a1a	1	37-24
W3a1b	1	37-24
W3a1c	1	37-25
W3a1d	1	37-25
W3a2	3	37-25
W3a	1	37-22
W3b1	2	38-24
W3b	2	37-23
W4	3	37-23
W4a1	2	38-25
W4a	1	37-24
W4b	1	37-24
W4c	1	38-23
W4d	1	37-24
W5	2	37-22
W5a1	1	37-25
W5a1a1	1	37-27
W5a1a1a	3	38-29
W5a1a	1	37-26
W5a2	1	37-25
W5a2b	2	37-27
W5a	2	37-24
W5b1	2	37-25
W5b1a	3	38-27
W5b	3	37-23
W6	4	37-24
W6a	1	37-25
W6b1	1	37-28
W6b	3	37-27
W6c1	1	37-27
W6c1a	1	37-28
W6c	2	37-26
W6d	1	37-25
W7	1	37-21
W8	2	37-22
W9	1	37-21
W	11	37-19
W_C194T	1	37-20
X1	5	38-15
X1'2'3	1	37-10
X1'3	1	37-11
X1a	3	38-18
X1c	2	38-17
X2	2	37-12
X2_G225A	1	37-13
X2_G225A_G153A	1	38-13
X2_G225A_T16223C	1	38-13
X2a1	4	38-21
X2a1a1	5	41-25
X2a1a	2	38-23
X2a1b1	1	38-23
X2a1b1a	1	38-24
X2a1b	1	38-22
X2a1c	3	38-24
X2a2	4	37-22
X2a	4	37-18
X2a'j	1	37-14
X2b1	2	37-19
X2b2	3	37-20
X2b3	2	37-19
X2b4	1	37-18
X2b4a1	1	38-19
X2b4a	1	38-18
X2b5	2	37-19
X2b6	4	37-21
X2b6a	1	37-22
X2b7	1	37-18
X2b8	1	37-18
X2b9	1	37-18
X2b10	3	37-20
X2b10a	1	37-21
X2b11	2	37-19
X2b12	1	37-19
X2b13	1	37-19
X2b	2	37-16
X2b'd	1	37-14
X2b_T226C	1	37-17
X2b_T226C_C16192T	1	37-18
X2c1	1	37-16
X2c1a	1	37-17
X2c1b	2	37-18
X2c1c1	1	37-18
X2c1c	1	37-17
X2c1d	1	37-17
X2c1e	2	37-18
X2c2	1	37-16
X2c	2	37-15
X2d1	4	39-20
X2d1a	3	39-23
X2d2	1	39-17
X2d	4	39-16
X2e1	1	37-14
X2e1a1	2	37-17
X2e1a	1	37-15
X2e1b	2	38-15
X2e2	2	38-15
X2e2a1	1	38-17
X2e2a2	2	39-17
X2e2a	1	38-16
X2e2b1	2	38-18
X2e2b	1	38-16
X2e2c1	3	40-19
X2e2c	3	39-17
X2e	1	37-14
X2f1	3	37-16
X2f	1	37-13
X2g	6	38-19
X2h	2	38-15
X2i1	1	38-15
X2i	1	37-14
X2i_A225G	1	38-14
X2j	7	38-20
X2k	1	37-13
X2l	3	38-16
X2m1	2	38-17
X2m2	4	38-19
X2m	2	38-15
X2m'n	1	37-14
X2n	6	37-20
X2o1	2	38-17
X2o	3	37-16
X2p1	6	37-19
X2p	1	37-13
X3	5	37-16
X3a	1	37-17
X4	7	38-15
X	6	37-9
Y1	3	38-13
Y1a1	1	38-15
Y1a2	1	38-16
Y1a	1	38-14
Y1a_T16189C	1	38-15
Y1b1	1	38-16
Y1b1a	1	38-17
Y1b	2	38-15
Y2	7	38-17
Y2a1	1	38-19
Y2a1a	2	38-21
Y2a	1	38-18
Y2b	1	38-18
Y	7	38-10
Z1	1	33-19
Z1a1	1	33-24
Z1a1a	2	33-26
Z1a1b	2	33-26
Z1a2	1	33-24
Z1a2a	1	33-25
Z1a3	1	33-24
Z1a	4	33-23
Z2	4	33-22
Z3	1	33-19
Z3_G709A	1	33-20
Z3a1	1	33-24
Z3a1a	2	33-26
Z3a2	5	33-28
Z3a	4	33-23
Z3b	3	33-22
Z3c	1	33-21
Z3d	1	33-21
Z4	3	33-20
Z4a1	3	34-23
Z4a1a1	6	35-28
Z4a1a	1	34-24
Z4a	1	33-21
Z5	8	32-26
Z7	8	33-25
Z	5	32-18
Z_T152C	1	33-18
